time,open,high,low,close,volume
2025-01-02 00:00:00+00:00,2049.84,2050.05,2049.62,2049.84,1830.0
2025-01-02 00:15:00+00:00,2049.66,2050.39,2048.86,2049.42,1711.0
2025-01-02 00:30:00+00:00,2049.41,2049.68,2046.57,2047.07,1672.0
2025-01-02 00:45:00+00:00,2047.06,2048.25,2047.03,2047.85,2226.0
2025-01-02 01:00:00+00:00,2048.24,2049.18,2048.04,2049.07,4952.0
2025-01-02 01:15:00+00:00,2049.57,2050.94,2045.22,2045.32,4484.0
2025-01-02 01:30:00+00:00,2045.36,2048.87,2045.3,2048.22,3612.0
2025-01-02 01:45:00+00:00,2048.1,2048.58,2046.63,2047.49,3532.0
2025-01-02 02:00:00+00:00,2047.62,2047.76,2045.56,2045.84,3218.0
2025-01-02 02:15:00+00:00,2045.66,2046.38,2043.96,2045.15,4693.0
2025-01-02 02:30:00+00:00,2045.16,2045.78,2042.1,2042.36,1885.0
2025-01-02 02:45:00+00:00,2042.14,2042.58,2038.05,2038.33,3355.0
2025-01-02 03:00:00+00:00,2038.16,2038.77,2037.0,2037.44,1631.0
2025-01-02 03:15:00+00:00,2037.43,2038.3,2036.42,2036.69,526.0
2025-01-02 03:30:00+00:00,2036.4,2039.05,2036.02,2038.42,569.0
2025-01-02 03:45:00+00:00,2038.73,2040.42,2038.49,2039.83,1221.0
2025-01-02 04:00:00+00:00,2039.99,2045.63,2039.4,2044.8,1593.0
2025-01-02 04:15:00+00:00,2045.06,2046.87,2044.22,2046.14,4451.0
2025-01-02 04:30:00+00:00,2046.35,2046.55,2044.72,2044.76,641.0
2025-01-02 04:45:00+00:00,2044.8,2045.63,2044.1,2044.97,3866.0
2025-01-02 05:00:00+00:00,2044.93,2045.14,2043.75,2044.7,2301.0
2025-01-02 05:15:00+00:00,2044.8,2045.98,2043.75,2045.89,3149.0
2025-01-02 05:30:00+00:00,2045.98,2046.18,2040.3,2040.37,2087.0
2025-01-02 05:45:00+00:00,2040.34,2041.31,2037.68,2037.87,4772.0
2025-01-02 06:00:00+00:00,2037.78,2043.05,2037.6,2041.87,3397.0
2025-01-02 06:15:00+00:00,2041.87,2042.43,2040.19,2040.23,3041.0
2025-01-02 06:30:00+00:00,2039.94,2043.47,2039.49,2043.44,810.0
2025-01-02 06:45:00+00:00,2043.41,2046.71,2043.25,2046.22,2875.0
2025-01-02 07:00:00+00:00,2046.03,2052.34,2045.53,2051.58,1769.0
2025-01-02 07:15:00+00:00,2051.59,2051.83,2044.14,2044.4,1666.0
2025-01-02 07:30:00+00:00,2044.68,2044.95,2039.85,2040.38,3751.0
2025-01-02 07:45:00+00:00,2040.63,2041.39,2040.56,2040.97,3644.0
2025-01-02 08:00:00+00:00,2040.94,2041.24,2039.91,2040.31,753.0
2025-01-02 08:15:00+00:00,2040.52,2040.9,2037.38,2038.35,700.0
2025-01-02 08:30:00+00:00,2037.87,2042.45,2037.58,2041.44,2640.0
2025-01-02 08:45:00+00:00,2041.38,2041.72,2040.69,2041.61,861.0
2025-01-02 09:00:00+00:00,2041.4,2042.49,2040.37,2041.79,594.0
2025-01-02 09:15:00+00:00,2041.71,2047.99,2041.65,2047.77,3132.0
2025-01-02 09:30:00+00:00,2047.71,2047.84,2042.27,2043.3,2843.0
2025-01-02 09:45:00+00:00,2043.08,2043.24,2041.09,2042.34,791.0
2025-01-02 10:00:00+00:00,2042.27,2048.52,2041.82,2047.93,817.0
2025-01-02 10:15:00+00:00,2048.02,2049.14,2046.62,2047.53,2822.0
2025-01-02 10:30:00+00:00,2047.5,2048.4,2042.96,2043.51,4894.0
2025-01-02 10:45:00+00:00,2043.39,2043.5,2039.1,2039.55,3625.0
2025-01-02 11:00:00+00:00,2039.47,2040.37,2038.41,2038.94,2760.0
2025-01-02 11:15:00+00:00,2038.97,2039.37,2037.71,2037.94,541.0
2025-01-02 11:30:00+00:00,2037.97,2038.21,2037.02,2037.2,2006.0
2025-01-02 11:45:00+00:00,2037.24,2041.95,2036.98,2041.66,4753.0
2025-01-02 12:00:00+00:00,2041.53,2043.69,2041.51,2042.86,1384.0
2025-01-02 12:15:00+00:00,2042.89,2046.47,2041.72,2046.09,613.0
2025-01-02 12:30:00+00:00,2046.15,2046.88,2042.69,2043.35,4915.0
2025-01-02 12:45:00+00:00,2043.18,2045.59,2042.9,2045.24,1029.0
2025-01-02 13:00:00+00:00,2045.1,2045.93,2044.74,2045.73,2547.0
2025-01-02 13:15:00+00:00,2046.12,2046.97,2045.36,2046.44,3105.0
2025-01-02 13:30:00+00:00,2046.97,2047.33,2043.31,2043.88,2272.0
